PMID,DOI,Title,Journal,Year,FirstAuthor,Keywords,Abstract
42208355,10.1016/j.prp.2026.156558,Network pharmacology-based identification of cardamomin as a ferroptosis inhibitor in ischemic stroke via SP1/ALOX5 axis.,"Pathology, research and practice",2026,"Shao, Libo",Arachidonate 5-lipoxygenase; Cardamomin; Ferroptosis; Ischemic stroke; Specificity protein 1,"BACKGROUND: Ischemic stroke (IS) causes high mortality and disability, yet current thrombolytic therapy is constrained by narrow time windows and side effects. Ferroptosis has recently as a critical pathological mechanism in cerebral ischemia-reperfusion injury, but effective modulators remain lacking. Cardamomin shows neuroprotective potential; however, its role in regulating ferroptosis during IS is unknown and warrants urgent investigation. METHODS: Potential targets of cardamomin were identi"
42186809,10.1096/fj.202504432R,Nuclear Factor Erythroid 2-Related Factor 2-Dependent Ferroptosis Suppression by Salvianolic Acid B Preserves Microvascular Integrity and Reduces Risk Factors for Hemorrhagic Transformation After Cerebral Infarction.,FASEB journal : official publication of the Federation of American Societies for,2026,"Liang, Jiandong","Animals; *NF-E2-Related Factor 2/metabolism/genetics; *Ferroptosis/drug effects; Depsides; Mice; Male; *Benzofurans/pharmacology; Mice, Inbred C57BL; Reperfusion Injury/metabolism; Coenzyme A Ligases/metabolism/genetics; *Cerebral Infarction/metabolism/drug therapy/pathology; *Infarction, Middle Cerebral Artery/metabolism; Oxidative Stress/drug effects; *Microvessels/drug effects/metabolism; Neuroprotective Agents/pharmacology; ACSL4; Nrf2; cerebral infarction; ferroptosis; reperfusion injury; salvianolic acid B","This study aimed to elucidate the mechanism by which salvianolic acid B (Sal B) protects against reperfusion-induced vascular damage following cerebral infarction, specifically investigating its role in preserving microvascular integrity through the ACSL4/Nrf2 axis-mediated inhibition of ferroptosis. A mouse model of cerebral ischemia/reperfusion injury was established via middle cerebral artery occlusion (MCAO). Mice were divided into Sham, MCAO, MCAO+Sal B, and MCAO+Sal B + ML385 (Nrf2 inhibit"
42180524,10.1016/j.apsb.2026.03.025,Extracellular vesicles: Revolutionizing targeted therapy for ischemic stroke.,Acta pharmaceutica Sinica. B,2026,"Bai, Ju",Blood-brain barrier; Extracellular vesicles; Functional recovery; Ischemic stroke; Neuroprotection; Oxidative stress; Pathomechanism; Targeted therapy,"Ischemic stroke (IS) remains a leading cause of global death and disability, with treatment effectiveness limited by its complex mechanisms, which include blood-brain barrier (BBB) disruption, neuroinflammation, excitotoxicity, oxidative stress, and cell death. This review summarizes emerging research on extracellular vesicle (EV)-based therapies for IS. EVs, sourced from animals, plants, and microbes, have unique benefits as natural nanocarriers, such as inherent BBB permeability, biocompatibil"
42177168,10.1038/s41419-026-08866-z,Iron chelation targets lipid metabolism to reduce white matter injury in germinal matrix hemorrhage.,Cell death & disease,2026,"Cheng, Bokun",Animals; *Lipid Metabolism/drug effects; *White Matter/drug effects/pathology/metabolism/injuries; Humans; *Iron Chelating Agents/pharmacology/therapeutic use; Rabbits; Iron/metabolism; Deferoxamine/pharmacology; Ferroptosis/drug effects; *Cerebral Hemorrhage/drug therapy/metabolism/pathology; Male; Apoptosis/drug effects,"Germinal matrix hemorrhage-intraventricular hemorrhage (GMH-IVH) leads to neural cell death and inflammation, resulting in white matter injury in premature infants. Here, we show that IVH-induced iron deposition, ferroptosis, myelination failure, and disruption in lipid and oxylipin metabolism are mitigated by iron chelation using deferoxamine. We also identify the specific lipid and oxylipin metabolites and enzymes dysregulated in IVH, which are rescued by deferoxamine treatment. Our findings r"
42163737,10.2174/0113816128429490260405221355,Network Pharmacology and Bioinformatics Analysis of the Mechanisms Underlying Nao Xue Ping in Intracerebral Hemorrhage Treatment.,Current pharmaceutical design,2026,"He, Lingqian",MM/GBSA; Nao Xue Ping; bioinformatics; intracerebral hemorrhage; molecular docking; molecular dynamics simulations; network pharmacology,"INTRODUCTION: Intracerebral hemorrhage (ICH) is a devastating subtype of stroke with high mortality and limited therapeutic options. Traditional Chinese medicine (TCM), such as Nao Xue Ping (NXP), has shown clinical efficacy in ICH management, but its mechanisms remain unclear. METHODS: We employed network pharmacology and molecular docking to investigate the mechanisms of NXP. Active compounds were identified using TCMSP and ETCM databases, while GeneCards and OMIM databases provided ICH-relate"
42148083,10.3389/fimmu.2026.1807104,Ferroptosis-immune crosstalk in CNS diseases: mechanisms and translational insights.,Frontiers in immunology,2026,"Li, Lili",Humans; *Ferroptosis/immunology; Animals; *Central Nervous System Diseases/immunology/metabolism; Iron/metabolism; Neuroimmunomodulation; Neuroinflammatory Diseases; central nervous system disorders; ferroptosis; immune microenvironment; immune response; therapeutic opportunities,"Ferroptosis is a form of regulated cell death driven by iron-dependent lipid peroxidation, which plays a pivotal role in regulating the inflammatory-immune microenvironment of central nervous system (CNS) diseases. Mounting evidence indicates that dysregulated iron metabolism and an imbalance in antioxidant defenses can induce ferroptosis in neurons and glial cells while simultaneously remodeling immune cell function, thereby establishing a bidirectional feedback loop that amplifies neuroinflamm"
42125088,10.2147/IJN.S574711,Synergistic Neuroprotection of Fe(3)O(4) Nanoparticles Combined with Intermittent Theta Burst Stimulation in Ischemic Stroke via Nrf2-Mediated Ferroptosis Regulation.,International journal of nanomedicine,2026,"Huang, Ying-Ying","Animals; *NF-E2-Related Factor 2/metabolism; *Ferroptosis/drug effects; *Ischemic Stroke/therapy/metabolism; *Neuroprotective Agents/pharmacology/chemistry/pharmacokinetics; *Transcranial Magnetic Stimulation/methods; Rats; Male; *Magnetite Nanoparticles/chemistry; Rats, Sprague-Dawley; Blood-Brain Barrier/metabolism/drug effects; *Magnetic Iron Oxide Nanoparticles/chemistry; ferroptosis; ischemic stroke; nanoparticles; polarization of microglia; transcranial magnetic stimulation","BACKGROUND: Ischemic stroke (IS) accompanied by reperfusion injury results from a cascade of events, including oxidative stress, inflammation, and neuronal apoptosis. Current therapies are limited by poor blood-brain barrier (BBB) penetration and insufficient targeting efficiency. OBJECTIVE: This study developed an iTBS-Fe(3)O(4) nanoparticle system to enhance magnetic targeting and explore its potential multi-pathway neuroprotective effects. METHODS: We constructed a therapeutic platform integr"
42101824,10.1002/smll.202514883,A Monocyte-Targeted Nanoplatform for Phagocytosis Activation and Ferroptosis Inhibition in Intracerebral Hemorrhage.,"Small (Weinheim an der Bergstrasse, Germany)",2026,"Li, Qingnian","Animals; *Phagocytosis; *Cerebral Hemorrhage/pathology/metabolism; *Ferroptosis/drug effects; *Monocytes/metabolism/drug effects; *Nanoparticles/chemistry; Mice; Mice, Inbred C57BL; Macrophages/metabolism; Humans; Microglia/metabolism; Male; TLR9 agonist; aptamer; intracerebral hemorrhage; iron chelation; monocyte-derived macrophages; nanoparticle drug delivery","Intracerebral hemorrhage (ICH) is a highly fatal subtype of stroke characterized by vascular rupture and hematoma formation, leading to both primary mechanical damage and secondary neuroinflammatory injury. While both microglia and infiltrating monocytes contribute to hematoma clearance, their distinct roles and therapeutic potential remain unclear. Moreover, the erythrophagocytic process is tightly constrained by the CD47-SIRPalpha signaling axis, which impairs effective resolution. Through int"
42099628,10.3389/fimmu.2026.1807395,The role of remote ischemic conditioning in ischemic stroke: neuroprotective mechanisms and future directions.,Frontiers in immunology,2026,"Yu, Tianrui",Humans; *Ischemic Preconditioning/methods; Animals; *Ischemic Stroke/therapy/metabolism; *Neuroprotection; Brain Ischemia; combination therapy; ischemic stroke; neuroinflammation; neuroprotection; remote ischemic conditioning,"Despite advances in vessel recanalization, ischemic stroke remains a leading cause of mortality, highlighting the need for comprehensive neuroprotective strategies such as remote ischemic conditioning (RIC). This review evaluates the multitargeted mechanisms of RIC, its progress in clinical translation, and the key factors determining its efficacy. In preclinical models, RIC exerts neuroprotection by modulating neuroinflammation, preserving the blood-brain barrier, and promoting angiogenesis and"
42097314,10.1016/j.bcp.2026.118033,"Ginsenoside Rd: molecular mechanisms, pharmacological activities, and therapeutic potential.",Biochemical pharmacology,2026,"Tan, Xiaoqin",*Ginsenosides/pharmacology/therapeutic use/chemistry; Humans; Animals; Oxidative Stress/drug effects/physiology; Ginsenoside Rd; Ischemic stroke; Mitochondrial dysfunction; Neuroinflammation; Neuroprotection; Oxidative stress,"Ginsenoside Rd (Rd), a major protopanaxadiol saponin from Panax species, is a pleiotropic candidate with potential relevance for treating ischemic, inflammatory, metabolic, and degenerative diseases. Over the past two decades, evidence from cellular systems, animal models, and early clinical studies indicates that Rd provides multi-level protection by modulating oxidative stress, inflammatory signaling, calcium dysregulation, mitochondrial dysfunction, and regulated cell death. Mechanistic studi"
42086778,10.1038/s41598-026-51280-w,Hesperetin alleviates cerebral ischemia-reperfusion injury by suppressing neuronal ferroptosis.,Scientific reports,2026,"Xue, Yuhao",*Hesperidin/pharmacology; Animals; *Ferroptosis/drug effects; *Reperfusion Injury/drug therapy/metabolism/pathology; *Neurons/drug effects/metabolism/pathology; Reactive Oxygen Species/metabolism; Glutathione/metabolism; Lipid Peroxidation/drug effects; *Brain Ischemia/drug therapy/metabolism/pathology; Mice; Phospholipid Hydroperoxide Glutathione Peroxidase/metabolism; Iron/metabolism; *Neuroprotective Agents/pharmacology; Male; Apoptosis; Ferroptosis; Hesperetin; Ischemia-reperfusion injury,"Hesperetin (HSP), a natural flavonoid, demonstrates significant therapeutic effects on cardiovascular and cerebrovascular diseases and displays a strong application potential in the aspects of anti-inflammation and anti-oxidation. Cerebral ischemia-reperfusion is accompanied by the generation of inflammatory storms and the accumulation of reactive oxygen species (ROS), ultimately resulting in neuronal damage. While Hesperetin has been widely studied in the treatment of cardiovascular diseases, i"
42072145,10.3390/antiox15040502,Ferroptosis in Vascular Diseases: A Mechanistic and Immunological Perspective on Therapeutic Targeting.,"Antioxidants (Basel, Switzerland)",2026,"Cui, Yiyang",cell death; ferroptosis; inflammation; mechanisms; vascular diseases,"Vascular diseases impose a heavy global burden, yet existing therapies have limitations, necessitating novel drug targets. Ferroptosis, an iron-dependent, lipid peroxidation-driven form of cell death, acts not only as an initiator of metabolic collapse but also as a sterile inflammatory trigger by releasing damage-associated molecular patterns (DAMPs) and activating pro-inflammatory pathways. In this paper, we propose the ""ferroptosis-inflammation circuit"" as a self-amplifying loop where ferropt"
42057848,10.3389/fphar.2026.1768692,"APMCG-1: a mountain-cultivated ginseng-derived glycopeptide alleviates cerebral ischemic injury by resisting oxidative stress, ferroptosis and inflammation via the Nrf2 signaling pathway.",Frontiers in pharmacology,2026,"Wu, Yuci",Nrf2; ferroptosis; ginseng; inflammation; ischemic stroke; oxidative stress,"BACKGROUND: APMCG-1 is a glycopeptide derived from the mountain-cultivated ginseng C. A. Mey (APMCG-1), and recent studies have demonstrated its neuroprotective effects. Concurrently, ferroptosis plays an indispensable role in the pathogenesis of ischemic stroke. Investigate the neuroprotective effects of APMCG-1 in mitigating cortical brain injury and neurological dysfunction by suppressing oxidative stress, ferroptosis, and inflammation via the Nrf2 pathway. METHODS: Rats underwent middle cere"
