PMID,DOI,Title,Journal,Year,FirstAuthor,Keywords,Abstract
42353769,10.3390/genes17060610,Integrative Multi-Omics Analysis Identifies an SPP1-Associated Spatial Mesenchymal-Myeloid Program in Glioblastoma.,Genes,2026,"Wang, Ying","Humans; *Glioblastoma/genetics/pathology/metabolism; *Osteopontin/genetics/metabolism; Tumor Microenvironment/genetics; *Brain Neoplasms/genetics/pathology/metabolism; Multiomics; Gene Expression Regulation, Neoplastic; Hyaluronan Receptors/genetics/metabolism; Spatial Transcriptomics; SPP1; glioblastoma; mesenchymal-like state; multi-omics; myeloid cells","Background: Glioblastoma (GBM) is characterized by pronounced transcriptional plasticity and a highly structured immune microenvironment, yet the molecular features associated with tumor-state transitions and immune remodeling remain incompletely understood. Methods: We used an integrative multi-omics framework to examine how secreted phosphoprotein 1 (SPP1) relates to tumor microenvironment organization in human gliomas. Results: Single-cell analyses associated SPP1 with myeloid populations, me"
42341896,10.1016/j.expneurol.2026.115888,Molecular characteristics and modifications of glioblastoma affecting the efficacy of immunotherapy.,Experimental neurology,2026,"Zhang, Dan","Humans; *Glioblastoma/genetics/therapy/immunology; *Brain Neoplasms/genetics/therapy/immunology; *Immunotherapy/methods/trends; Animals; Tumor Microenvironment; Epigenesis, Genetic; DNA Methylation; Epigenetic modifications; Glioblastoma; Immunotherapy; Molecular characteristics; Tumor microenvironment","Glioblastoma is a highly aggressive brain tumor characterized by complex genetic, molecular, and epigenetic features that present significant challenges for treatment. This review explores recent advances in understanding the molecular and epigenetic landscape of glioblastoma, with particular emphasis on epigenetic modifications such as DNA methylation, histone changes, and N6-methyladenosine regulation, including representative regulators such as AlkB homolog 5 and methyltransferase-like 14 tha"
42324558,10.1186/s12935-026-04384-2,Integrating MRI radiomics and transcriptomics to predict IDH mutation status and prognosis in glioma.,Cancer cell international,2026,"Zhong, Rong-de",Bioinformatics analysis; Glioma; Machine learning; Prognosis; Radiomics,"OBJECTIVE: To investigate MRI-based radiomic features in glioma and key genes related to IDH mutations, and to analyze their correlation. METHODS: 61 MRI files from TCIA were divided into training and validation sets (7:3). An external validation set included 66 pathologically confirmed glioma patients. Regions of interest (ROIs) were manually delineated, extracting 1,037 radiomic features. Mann-Whitney U test and least absolute shrinkage and selection operator (LASSO) regression reduced and fil"
42324467,10.1186/s12967-026-08497-0,PD-1 H (VISTA) drives immunosuppressive reprogramming of glioma-associated myeloid cells to promote glioma progression.,Journal of translational medicine,2026,"Guo, Yuduo","*Glioma/pathology/immunology/genetics; Humans; Animals; *Myeloid Cells/pathology/metabolism; *Disease Progression; Cell Line, Tumor; *Brain Neoplasms/pathology/immunology/genetics; *Programmed Cell Death 1 Receptor/metabolism; Tumor Microenvironment; *Immunosuppression Therapy; Mice; Gene Expression Regulation, Neoplastic; *Cellular Reprogramming","BACKGROUND: Glioma is characterized by a profoundly immunosuppressive tumor microenvironment (TME) that severely limits immune checkpoint blockade efficacy. Glioma-associated myeloid cells (GAMs), including resident microglia and infiltrating macrophages, constitute the dominant immune population within gliomas and shape antitumor immune responses. While immune checkpoint pathways have been extensively studied in T lymphocytes, the contribution of myeloid-restricted immune checkpoints to glioma "
42321379,10.1007/s10142-026-01918-9,Integrative multi-omics analysis and machine learning identify M2 macrophage-induced ferroptosis resistance in glioblastoma.,Functional & integrative genomics,2026,"Guo, Fangzhou","*Ferroptosis/genetics; *Glioblastoma/genetics/pathology/metabolism/immunology; Humans; Machine Learning; Animals; Nuclear Receptor Coactivators/genetics/metabolism; *Brain Neoplasms/genetics/pathology/metabolism; *Macrophages/metabolism; Tumor-Associated Macrophages/metabolism; Oxidoreductases/genetics/metabolism; Tumor Microenvironment; Gene Expression Regulation, Neoplastic; Cell Line, Tumor; Multiomics; Ferritins/genetics/metabolism; Mice; Ferroptosis; Glioblastoma; Machine Learning; Prognostic Signature; Tumor-Associated Macrophages","Glioblastoma (GBM) is characterized by profound intratumoral heterogeneity and an immunosuppressive microenvironment that drive therapeutic resistance and poor prognosis. While both tumor-associated macrophages (TAMs) and ferroptosis have been implicated in glioma progression, their functional interplay remains elusive. Integrating multi-omics data (bulk/single-cell RNA-seq and spatial transcriptomics) from public cohorts, we identified ferroptosis-related genes correlated with monocyte/macropha"
42310095,10.1038/s41388-026-03844-3,Enhancing glioma immunotherapy by disrupting RBP-J-mediated NNMT signaling in tumor microenvironment.,Oncogene,2026,"Zhang, Dan","*Tumor Microenvironment/immunology; Humans; Animals; *Glioma/immunology/therapy/pathology/genetics/metabolism; Mice; *Immunoglobulin J Recombination Signal Sequence-Binding; Signal Transduction; *Immunotherapy/methods; Gene Expression Regulation, Neoplastic; Cancer-Associated Fibroblasts/metabolism/immunology; Cell Line, Tumor; *Brain Neoplasms/immunology/pathology/therapy/genetics; Macrophages/immunology","Glioma is a highly aggressive central nervous system malignancy characterized by profound immune evasion, the underlying mechanisms of which remain incompletely defined. This study investigated how the transcription factor RBP-J drives immune suppression through activation of NNMT in cancer-associated fibroblasts (CAFs). By integrating single-cell RNA sequencing (scRNA-seq) and spatial transcriptomics (ST), we identified a CAF-specific NNMT-high subpopulation enriched at the tumor margin and clo"
42308869,10.1016/j.compbiolchem.2026.109165,Multi-omics profiling identifies ACP2 as a lysosome-associated biomarker linked to immune dynamics and clinical outcomes in glioma.,Computational biology and chemistry,2026,"Palekkode, Neethu","*Glioma/immunology/genetics/diagnosis/metabolism; Humans; Multiomics; *Biomarkers, Tumor/genetics/metabolism/immunology; *Lysosomes/metabolism/enzymology; *Acid Phosphatase/genetics/metabolism; *Brain Neoplasms/immunology/genetics/diagnosis; ACP2; Glioma; Lysosomal biology; Machine learning; Single-cell transcriptomics; Tumor microenvironment","Glioma progression is shaped by molecular heterogeneity, therapy resistance, and an immunosuppressive tumor microenvironment. Lysosomal remodeling has emerged as a hallmark of glioma adaptation; however, the regulation of individual lysosomal enzymes to malignant progression remains poorly understood. Lysosomal acid phosphatase 2 (ACP2) has been implicated in developmental and metabolic disorders, but its role in glioma has not been systematically investigated. In this study, we conducted an int"
42299115,10.1097/CM9.0000000000004151,"Glioma microenvironment: Cellular crosstalk, immunosuppression, and novel therapeutic perspectives.",Chinese medical journal,2026,"Hu, Yanjia",Endothelial cells; Glioma; Immunosuppression; Neural-glioma interactions; Therapeutic targeting; Tumor microenvironment,"Glioma, the most aggressive primary brain malignancy, arises from glial cells within the central nervous system. Despite aggressive treatment, the prognosis remains poor, with all patients expected to experience recurrence. An important component of glioma growth is the interaction with the other cells in the brain environs. This complex ecosystem, termed the tumor microenvironment (TME), includes recruited immune cells and the resident cells in the central nervous system. Glioma cells recruit m"
41147645,10.1002/jev2.70157,ISEV2025 Abstract Book.,,2025,,,
41493844,10.1111/cas.70254,Abstracts of the 84&lt;sup&gt;th&lt;/sup&gt; Annual Meeting of the Japanese Cancer Association.,,2026,,,
42547642,10.1007/s12035-026-06087-1,The Dual Roles of Microglia- and Astrocyte-Derived Exosomes in Cerebral Ischemia-Reperfusion Injury: from Intercellular Communication to Therapeutic Prospects.,Molecular neurobiology,2026,"Yang, Zhengyuhan",*Exosomes/metabolism; Animals; Humans; *Reperfusion Injury/metabolism/therapy/pathology; *Astrocytes/metabolism/pathology; *Microglia/metabolism/pathology; *Cell Communication/physiology; *Brain Ischemia/metabolism/therapy/pathology; Astrocytes; Cerebral ischemia-reperfusion injury; Exosomes; Intercellular communication; Microglia; Targeted therapy,"Cerebral ischemia-reperfusion injury (CIRI) is a complex pathological process characterized by metabolic dysfunction, oxidative stress, neuroinflammation, and structural and functional alterations of the neurovascular unit (NVU). Across different studies, CIRI has been reported to be associated, to varying degrees, with neuronal injury and neurological dysfunction. Increasing evidence suggests that exosomes (EXOs) derived from glial cells, particularly microglia and astrocytes, play critical rol"
42534689,10.3389/fcell.2026.1889833,Mechanistic and clinical investigation of Jiajiang Xuming decoction in multi-modal programmed cell death in stroke-associated pneumonia.,Frontiers in cell and developmental biology,2026,"Li, Zezhao",Jiajiang Xuming decoction; inflammatory biomarkers; programmed cell death; sepsis; stroke-associated pneumonia,"BACKGROUND: Stroke-Associated Pneumonia (SAP) is one of the leading causes of sepsis and ICU mortality among stroke patients, attributed to dysregulated immune responses as well as multiple MODES of cell death. Jiajiang Xuming Decoction (JXD) is a traditional Chinese medicine (TCM) formula to treat the symptoms of Wind-Phlegm-Stasis Obstruction Syndrome, blamed for all SAP-related sepsis. METHODS: A single-centre retrospective cohort study was conducted in 100 ICU patients with microbiologically"
42527179,10.1016/j.ijbiomac.2026.153696,"Retraction notice to ""Sufentanil-induced Nrf2 protein ameliorates cerebral ischemia-reperfusion injury through suppressing neural ferroptosis"" [Int. J. Biol. Macromol. 279 (2024) 135109].",International journal of biological macromolecules,2026,"Zhu, Xuelian",,
42507529,10.1002/advs.76859,Rocket-Inspired Sequentially Targeted Nanotherapeutics for Mitochondrial Regulation and Inflammatory Reprogramming in Ischemic Stroke.,"Advanced science (Weinheim, Baden-Wurttemberg, Germany)",2026,"Bai, He",cerebral ischemia-reperfusion injury; drug delivery; mitochondrial targeting; nanomaterials; neutrophil hitchhiking,"Mitochondrial dysfunction causes inflammatory cascades in cerebral ischemia-reperfusion injury (CIRI). However, precise pharmacological interventions are hindered by the restrictive blood-brain barrier (BBB). Here, we report a neutrophil-hitchhiking, biomimetic nanoplatform (NeuM@Mdivi-1) with a ""rocket-inspired"" sequential targeting strategy for restoring mitochondrial homeostasis. By co-opting the innate chemotaxis of circulating neutrophils, NeuM@Mdivi-1 effectively bypassed the BBB to infilt"
42475235,10.1093/jnen/nlag075,Knockdown of TRIM21 inhibits ferroptosis via the p62-Keap1-Nrf2 pathway thereby improving brain injury and mitochondrial dysfunction after ischemia-reperfusion in mice.,Journal of neuropathology and experimental neurology,2026,"Yang, Bo",ferroptosis; ischemia-reperfusion injury; neuroprotection; p62-Keap1-Nrf2 pathway; tripartite motif-containing protein 21 (TRIM21),"Ferroptosis has a crucial role in cerebral ischemia-reperfusion injury (IRI) but its potential modulation is a key challenge in the treatment of ischemic stroke. The function and mechanism of the E3 ubiquitin ligase tripartite motif-containing protein 21 (TRIM21) in neurological diseases, particularly its regulatory role in ferroptosis are unclear. We used a mouse model of transient middle cerebral artery occlusion (tMCAO/R) and a PC12 cell model of oxygen-glucose deprivation/reperfusion (OGD/R)"
42467126,10.1007/s11033-026-12384-8,Elevated ferroptosis is associated with elevated T cells in patients with heat stroke.,Molecular biology reports,2026,"Cui, Qi","Humans; *Ferroptosis/genetics/immunology; *Heat Stroke/genetics/immunology/metabolism; Proto-Oncogene Mas; STAT3 Transcription Factor/genetics/metabolism; Oxidative Stress/genetics; Gene Expression Profiling/methods; *T-Lymphocytes/metabolism/immunology; Signal Transduction/genetics; Hypoxia-Inducible Factor 1, alpha Subunit/genetics/metabolism; Male; Heat-Shock Response/genetics; Computational Biology/methods; Biomarkers; CD4 T cells; CD8 T cells; Ferroptosis; Heat stroke","BACKGROUND: Heat stroke is the most severe heat-related illness, characterized by an inflammatory response, oxidative stress, ferroptosis, and immune dysfunction. However, the broader role of ferroptosis in the pathophysiological processes of heat stroke remains unclear, and its potential connection with immune regulation has not yet been fully elucidated. This study uses bioinformatics analysis of heat stress datasets and molecular validation in patient samples to investigate key signaling path"
42462477,10.1016/j.intimp.2026.117137,GALNT6-mediated O-glycosylation on PTGS2 regulates microglia inflammation and ferroptosis following intracerebral hemorrhage.,International immunopharmacology,2026,"Han, Chong","Animals; *Microglia/metabolism; *N-Acetylgalactosaminyltransferases/metabolism/genetics; Glycosylation; Polypeptide N-acetylgalactosaminyltransferase; *Cyclooxygenase 2/metabolism/genetics; *Cerebral Hemorrhage/metabolism/pathology/immunology; Mice; Male; *Ferroptosis; Cell Line; Disease Models, Animal; Reactive Oxygen Species/metabolism; Inflammation; Mice, Inbred C57BL; Ferroptosis; GALNT6; Glycosylation; HIF-1alpha; Inflammation; Intracerebral hemorrhage; PTGS2","Intracerebral hemorrhage (ICH) is a common type of stroke characterized by high mortality and disability rates. Polypeptide N-acetylgalactosaminyl transferase-6 (GALNT6), which can catalyze the O-GalNAc glycosylation, is related to the development of various diseases. Nevertheless, the action of GALNT6 on ICH pathogenesis remains elusive. Hence, this study clarified the role of GALNT6 in ICH pathogenesis and investigated the possible underlying mechanism. The in vivo ICH model was created using "
42430067,10.1007/s11064-026-04827-2,Neuroprotective Effects of lncRNA EPB41L4A-AS1 Against Ischemic Stroke Injury Through Regulating Microglial State Transition and Ferroptosis via miR-214-3p/GPX4 Axis.,Neurochemical research,2026,"Guo, Ying","*Ferroptosis/physiology/drug effects; *MicroRNAs/metabolism; *Microglia/metabolism; *RNA, Long Noncoding/metabolism; *Ischemic Stroke/metabolism/prevention & control; *Phospholipid Hydroperoxide Glutathione Peroxidase/metabolism; Animals; Humans; Mice; Cell Line; Male; Acute ischemic stroke; EPB41L4A-AS1/miR-214-3p/GPX4; Ferroptosis; Microglial state transition; ceRNA","Long non-coding RNAs (lncRNAs) regulate microRNAs and their target genes to control key pathological processes after acute ischemic stroke (AIS). To investigate lncRNA EPB41L4A-AS1's role in microglial function via miR-214-3p/GPX4, and its clinical relevance as a prognostic indicator in AIS. EPB41L4A-AS1 levels were measured by RT-qPCR in 120 AIS patients and OGD/R-treated BV2 microglia. ELISA and western blot were employed to assess microglial state transition and ferroptosis in OGD/R-injured B"
42421944,10.3389/fimmu.2026.1868492,"Ferroptosis in arterial atherosclerosis: mechanistic hypotheses, cell type specific vulnerabilities, translational biomarkers, and therapeutic opportunities.",Frontiers in immunology,2026,"Li, Cai","Humans; *Ferroptosis; *Atherosclerosis/metabolism/pathology/etiology; Biomarkers/metabolism; Animals; Plaque, Atherosclerotic/metabolism; Iron/metabolism; Lipid Peroxidation; Oxidative Stress; atherosclerosis; endothelial dysfunction; ferroptosis; iron metabolism; lipid peroxidation; oxidized phospholipids; plaque instability","Despite significant progress in lipid-lowering and anti-thrombotic therapies, atherosclerosis remains a leading cause of myocardial infarctions and ischemic strokes. Residual risk persists, often linked to sustained vascular inflammation, oxidative stress, and plaque instability-processes that converge on lipid peroxidation pathways within the arterial wall. Ferroptosis, an iron-dependent form of regulated cell death, occurs when antioxidant defenses fail, leading to toxic accumulation of phosph"
42365125,10.1038/s41598-026-60227-0,Epigallocatechin-3-gallate mitigates cerebral ischemia-reperfusion injury by promoting microglia toward M2 phenotype via Nrf2/HO-1 pathway.,Scientific reports,2026,"Zhang, Yan","*Catechin/analogs & derivatives/pharmacology; Animals; *NF-E2-Related Factor 2/metabolism; *Reperfusion Injury/drug therapy/metabolism/pathology; *Microglia/drug effects/metabolism/pathology; Rats; Signal Transduction/drug effects; *Heme Oxygenase-1/metabolism; Male; *Brain Ischemia/drug therapy/metabolism; Neuroprotective Agents/pharmacology; Infarction, Middle Cerebral Artery; Rats, Sprague-Dawley; Disease Models, Animal; Cerebral ischemic-reperfusion injury; Epigallocatechin-3-gallate; Ferroptosis; Ischemic stroke; Microglia","Ischemic stroke remains the leading disease in terms of global disability and fatality rates. Cerebral ischemia-reperfusion injury (CIRI) and neuroinflammation induced by CIRI represents a challenge for clinical therapy of ischemic stroke. Epigallocatechin-3-gallate (EGCG), the predominant catechin in green tea, is known to mitigate ischemic stroke and inflammation, while its role in regulating neuroinflammation post-recanalization remains unclear. This study aimed to explore the effect and mech"
42364340,10.1016/j.prp.2026.156598,Transcranial direct current stimulation improves cerebral ischemiareperfusion injury by regulating microglial ferroptosis and M1 polarization via KLF4/xCT.,"Pathology, research and practice",2026,"Gao, Yongjun",Cerebral ischemiareperfusion injury; Ferroptosis; KLF4/xCT; M1 polarization; Microglia; TDCS,"BACKGROUND: Neuroinflammation triggered by microglia plays a critical role in cerebral ischemia-reperfusion injury (CIRI). Previous studies have reported that transcranial direct current stimulation (tDCS) has ameliorative effects on CIRI, but its regulatory effect on microglia in CIRI remains poorly understood. METHODS: A middle cerebral artery occlusion/reperfusion (MCAO/R)-induced CIRI rat model and an oxygenglucose deprivation/reperfusion (OGD/R)-induced BV2 cell injury model were establishe"
42330582,10.1016/j.intimp.2026.117056,MCL inhibits macrophage ferroptosis through the NRF2/HO-1/GPX4 axis to attenuate carotid atherosclerotic plaque formation.,International immunopharmacology,2026,"Xu, Hongyu","Animals; NF-E2-Related Factor 2/metabolism; *Ferroptosis/drug effects; Mice; Heme Oxygenase-1/metabolism; *Macrophages/drug effects; RAW 264.7 Cells; *Plaque, Atherosclerotic/drug therapy/metabolism/pathology; Phospholipid Hydroperoxide Glutathione Peroxidase/metabolism; Membrane Proteins/metabolism; *Carotid Artery Diseases/drug therapy/metabolism/pathology; Oxidative Stress/drug effects; Male; Mice, Knockout, ApoE; Signal Transduction/drug effects; Mice, Inbred C57BL; Lipoproteins, LDL; Disease Models, Animal; Atherosclerosis; Ferroptosis; Micheliolide; NRF2; Oxidative stress","BACKGROUND: Micheliolide (MCL) exhibits strong antioxidant and anti-inflammatory properties. Carotid atherosclerotic plaques are a key risk factor for ischemic stroke. This study investigates MCL's protective effects on carotid atherosclerosis and its mechanism. METHODS: In vitro, RAW264.7 macrophages were transformed into foam cells using ox-LDL. After treatment, oxidative stress, mitochondrial function, ferroptosis-related proteins, and NRF2 activation were assessed. MCL's anti-ferroptosis eff"
42327731,10.3389/fimmu.2026.1825000,Endothelial ferroptosis in blood-brain barrier dysfunction and neuroinflammation: mechanisms and immune-vascular crosstalk.,Frontiers in immunology,2026,"Liu, Yue",Humans; *Ferroptosis/immunology; *Blood-Brain Barrier/immunology/metabolism/pathology; Animals; *Neuroinflammatory Diseases/metabolism/immunology/pathology; *Endothelial Cells/metabolism/immunology/pathology; Lipid Peroxidation; Signal Transduction; blood-brain barrier; brain microvascular endothelial cells; endothelial ferroptosis; immune-vascular crosstalk; innate immune sensing; lipid peroxidation; neuroinflammation; tight junctions,"Ferroptosis is an iron-dependent form of regulated cell death driven by phospholipid peroxidation. In the central nervous system (CNS), most ferroptosis research has focused on neurons and glial cells, whereas the vulnerability of brain microvascular endothelial cells (BMECs) and its consequences for blood-brain barrier (BBB) integrity remain less clearly defined. Because BMECs form the vascular interface between the circulation and the brain parenchyma, ferroptotic injury in this cell populatio"
42326479,10.1155/sci/4696038,"Neuroprotection After Intracerebral Hemorrhage: Apoptosis, Neurogenesis, and Prospects of Stem Cell Therapy.",Stem cells international,2026,"Wang, Ziwei",apoptosis; future perspectives; intracerebral hemorrhage; neurogenesis; neuroprotection; stem cell therapy,"This comprehensive review examines the interconnected roles of apoptosis, neurogenesis, and stem cell therapy in neuroprotection and neurorestoration following intracerebral hemorrhage (ICH). We emphasize that these processes should be interpreted within a unified secondary injury cascade rather than as independent topics. Following ICH, hematoma toxicity, erythrocyte lysis, iron overload, oxidative stress, inflammation, blood-brain barrier disruption, and perihematomal edema interact to activat"
42322761,10.1016/j.phymed.2026.158450,Oxymatrine alleviates cerebral ischemia-reperfusion injury by inhibiting microglia ferroptosis via NRF2 pathway activation.,Phytomedicine : international journal of phytotherapy and phytopharmacology,2026,"Wu, Nanding","Animals; *Alkaloids/pharmacology; *NF-E2-Related Factor 2/metabolism; *Ferroptosis/drug effects; *Reperfusion Injury/drug therapy/metabolism; Matrines; *Quinolizines/pharmacology; *Microglia/drug effects/metabolism; Rats, Sprague-Dawley; Rats; *Neuroprotective Agents/pharmacology; Signal Transduction/drug effects; Male; Kelch-Like ECH-Associated Protein 1/metabolism; Sophora flavescens/chemistry; *Brain Ischemia/drug therapy; Mitochondria/drug effects/metabolism; Reactive Oxygen Species/metabolism; Cell Line; Membrane Potential, Mitochondrial/drug effects; Infarction, Middle Cerebral Artery; Cerebral ischemia-reperfusion injury; Ferroptosis; Microglia; Mitochondrial dynamics; Oxymatrine","BACKGROUND: Cerebral ischemia-reperfusion injury (CIRI) involves secondary damage following blood flow restoration. Ferroptosis, an iron-dependent cell death process, is implicated in CIRI, with mitochondrial dynamics imbalance playing a critical role. Oxymatrine (OMT), a quinolizidine alkaloid extracted from the root of Sophora flavescens, exhibits neuroprotective properties, yet its role in modulating microglia ferroptosis and mitochondrial homeostasis during CIRI remains unclear. PURPOSE: Thi"
42320701,10.1016/j.jstrokecerebrovasdis.2026.108683,miR-10a-5p Attenuates spinal cord ischemia/reperfusion injury by targeting transforming growth factor beta-activated kinase 1 to suppress Acyl-CoA synthetase long-chain family member 4-mediated ferroptosis in male rats.,Journal of stroke and cerebrovascular diseases : the official journal of National,2026,"Zhang, Dong","Animals; Male; *Coenzyme A Ligases/metabolism/genetics; *Ferroptosis/drug effects; Rats, Sprague-Dawley; *Reperfusion Injury/pathology/genetics/prevention &; Disease Models, Animal; *Spinal Cord Ischemia/genetics/pathology/enzymology/prevention &; *Spinal Cord/ultrastructure/enzymology/pathology; *MicroRNAs/genetics/metabolism; MAP Kinase Kinase Kinase 7; *MAP Kinase Kinase Kinases/metabolism/genetics; Signal Transduction; Inflammation Mediators/metabolism; Long-Chain-Fatty-Acid-CoA Ligase; Quinoxalines; Spiro Compounds; ACSL4; Ferroptosis; Neuroinflammation; Spinal cord ischemia/reperfusion injury; TAK1; miR-10a-5p","BACKGROUND: Spinal cord ischemia/reperfusion (I/R) injury is a severe complication following thoracoabdominal aortic surgeries, often leading to paraplegia. Ferroptosis, an iron-dependent form of regulated cell death, contributes significantly to this pathology. This study investigates the hypothesis that miR-10a-5p attenuates spinal cord I/R injury by targeting TAK1, thereby suppressing ACSL4-mediated ferroptosis and neuroinflammation. METHODS: A spinal cord I/R injury model was established in "
42278279,10.3390/ijms27114749,"Astilbin Protects Against Ischemic Stroke by Regulating ERK1/2/CREB/p90RSK Signaling and Ferroptosis-Related SLC7A11/ACSL4/GPX4 Axis: Insights from Network Pharmacology, Multi-Omics, and Molecular Dynamics.",International journal of molecular sciences,2026,"Jin, Chang",*Ferroptosis/drug effects; Animals; *Ischemic Stroke/metabolism/drug therapy/prevention & control; Network Pharmacology; PC12 Cells; *Flavonols/pharmacology; Rats; Oxidative Stress/drug effects; Molecular Dynamics Simulation; Signal Transduction/drug effects; Molecular Docking Simulation; *Neuroprotective Agents/pharmacology; Cyclic AMP Response Element-Binding Protein/metabolism; *MAP Kinase Signaling System/drug effects; Phospholipid Hydroperoxide Glutathione Peroxidase/metabolism; Humans; Astilbin; ischemic stroke; mechanism of action; multi-omics; network pharmacology,"Ischemic stroke is an acute cerebrovascular disease with high disability and morbidity. However, therapeutic approaches are restricted by a narrow time window for reperfusion. Astilbin has various pharmacological activities and good therapeutic potential against ischemic stroke and neurodegenerative diseases. Nevertheless, Astilbin's mechanism of action remains unclear. Here, we used an integrated strategy that includes network pharmacology, omics validation, and functional verification. Potenti"
42275866,10.1016/j.tice.2026.103672,Research status and prospective directions of ferroptosis in the pathogenesis of vascular calcification.,Tissue & cell,2026,"Ke, Jingjing",Ferroptosis; Iron overload; Vascular calcification; Vascular smooth muscle cell,"Ferroptosis is a recently identified form of regulated cell death, characterized by iron-dependent accumulation of intracellular reactive oxygen species. It plays a significant role in the onset and progression of various immune-mediated diseases and has become a focal point in contemporary biomedical research. Vascular calcification (VC) is associated with a range of cardiovascular diseases, including myocardial infarction stroke, aortic and peripheral artery disease, heart failure, chronic kid"
42268517,10.1007/s11064-026-04812-9,Ischemic Stroke Induces Ferroptosis and Neuroinflammation via Activation of the Microglial Tbp-Lpl Transcriptional Axis.,Neurochemical research,2026,"Wang, Zhiqin","Animals; *Ferroptosis/physiology; *Microglia/metabolism; *Ischemic Stroke/metabolism/pathology/genetics; Mice; *Lipoprotein Lipase/metabolism/genetics; *Neuroinflammatory Diseases/metabolism/pathology/etiology; *TATA-Box Binding Protein/metabolism/genetics; Male; Mice, Inbred C57BL; Chemokine; Ferroptosis; Ischemic stroke; Lipoprotein lipase; Microglia","This study elucidates the role of microglia in ferroptosis and neuroinflammation following ischemic stroke and defines the underlying molecular mechanisms. Single-cell transcriptomic analysis revealed that multiple brain cell types in the MCAO mouse model exhibited ferroptosis-related signatures, with microglia showing the most pronounced changes. Differentially expressed genes in post-stroke microglia were significantly enriched in ferroptosis-associated pathways. Further investigations demonst"
42253087,10.1177/15230864261455615,"Metabolic Collapse in Acute CNS Injury: A Spatiotemporal Framework Linking Redox Failure, Ferroptosis, and Neurovascular Dysfunction.",Antioxidants & redox signaling,2026,"Cao, Liang",Animals; Humans; *Ferroptosis; Oxidation-Reduction; Reactive Oxygen Species/metabolism; *Central Nervous System/metabolism/injuries; Autophagy; Energy Metabolism; ferroptosis; immunometabolism; intracerebral hemorrhage; neurovascular unit; spatiotemporal metabolic engineering; spinal cord injury,"SIGNIFICANCE: Acute central nervous system (CNS) injuries impose a significant global burden. Microsurgical decompression effectively stabilizes primary anatomy. However, it often fails to stop the complex biochemical cascades of secondary neurodegeneration. There is a critical need to bridge the gap between anatomical preservation and functional recovery. Strong preclinical evidence indicates that delayed bioenergetic failure within the injury microenvironment heavily dictates long-term outcome"
42248465,10.1016/j.neuint.2026.106193,Disturbed lipid metabolism in microglia after cerebral ischemia-reperfusion.,Neurochemistry international,2026,"Li, Xinyu",*Microglia/metabolism/pathology; Humans; *Reperfusion Injury/metabolism/pathology; *Lipid Metabolism/physiology; Animals; *Brain Ischemia/metabolism/pathology; Ferroptosis/physiology; Neuroinflammatory Diseases/metabolism; Brain ischemia; Ferroptosis; Inflammation; Lipid metabolism; Microglia,"Cerebral ischemia-reperfusion injury (CIRI) frequently compromises neurological outcomes in stroke patients despite successful recanalization therapy. While the brain's dense lipid network is integral to immune regulation and tissue repair, the spatiotemporal disruption of lipid metabolism during CIRI remains incompletely synthesized. This review critically evaluates the dynamic alterations in brain lipid profiles following ischemic injury, with a specific focus on the microglial niche. We detai"
42225830,10.1038/s41556-026-01972-2,Emerging roles of ferroptosis in modulating the immune landscape of glial tumours.,Nature cell biology,2026,"Argenziano, Michael G","*Ferroptosis/immunology; Humans; *Glioma/immunology/pathology/therapy/metabolism; Animals; *Brain Neoplasms/immunology/pathology/therapy/metabolism; Tumor Microenvironment/immunology; CD8-Positive T-Lymphocytes/immunology; Microglia/immunology/metabolism; Tumor Escape; T-Lymphocytes, Regulatory/immunology; Immunotherapy","The brain offers a unique environment for cancer, with limited access to nutrients and highly regulated immune surveillance. Here we explore the role of ferroptosis, a form of metabolically regulated cell death driven by iron-mediated lipid peroxidation, in shaping immune-cell composition and function in glial tumours. We review the complex metabolic crosstalk between cell populations regulating ferroptosis in the glioma milieu. Ferroptosis induces polarization of resident microglia and controls"
42216494,10.1002/cns.70952,Toosendanin Alleviates Cerebral Ischemia/Reperfusion Injury via Inhibiting Neural Ferroptosis Through Lipid Metabolic Reprogramming in MCAO Mice.,CNS neuroscience & therapeutics,2026,"Li, Xinyun","Animals; *Reperfusion Injury/metabolism/drug therapy; *Ferroptosis/drug effects/physiology; Mice; Male; *Infarction, Middle Cerebral Artery/metabolism/drug therapy; Mice, Inbred C57BL; *Neuroprotective Agents/pharmacology/therapeutic use; *Lipid Metabolism/drug effects; *Drugs, Chinese Herbal/pharmacology/therapeutic use; *Brain Ischemia/metabolism/drug therapy; Neurons/drug effects/metabolism; ACSL4; Toosendanin; cerebral ischemia/reperfusion injury; ferroptosis; lipid metabolic reprogramming (LMR)","BACKGROUND: The crosstalk between ferroptosis and neuroinflammation plays an important role in the pathogenesis of cerebral ischemia-reperfusion injury. Toosendanin (TSN), a triterpenoid compound, exhibits a wide range of pharmacological activities in human diseases. Here we investigated the potential neuroprotective effects of TSN in cerebral ischemia-reperfusion injury. METHODS: In our study, in vivo murine middle cerebral artery occlusion (MCAO) model and in vitro oxygen-glucose deprivation/r"
